x/TaoXie;Peking University
33/3908;Utrecht University
33/8698;University of Toronto
33/8156;University of Amsterdam
33/3796;ETH Zurich
33/9971;University of Kentucky
33/863;University of Michigan-Dearborn
33/5862;UNSW
33/228;Kent State University
33/5384;University of Illinois at Chicago
33/3163;UNIST
33/5648;PUC-RS
33/951;City University of London
33/0-1;Shanghai Jiao Tong University
33/5374;University of Toronto
33/2959;University of Connecticut
33/6648;Chinese Academy of Sciences
33/5763-4;Shenzhen University
33/4396;Universidade NOVA de Lisboa
33/1903;National University of Singapore
33/4501;University of Oldenburg
33/3099-2;Tsinghua University
33/6209;Monash University
33/5297;NYU Shanghai
33/10570;Queen's University Belfast
33/5054;EURECOM
33/7187;Utrecht University
33/8333;BUPT
33/2969;EPFL
33/10810;University of Vienna
33/5071;Western University
33/885;Nanyang Technological University
33/3294;King's College London
33/1697;University of Montreal
33/2241;American University in Cairo
33/3098;Universidad de Chile
33/9924;George Mason University
33/3535-7;Colorado School of Mines
33/5916;University of South Florida
33/4854-1;Zhejiang University
33/781;Mälardalen University
33/5448-15;Tsinghua University
33/5673;Massachusetts Institute of Technology
33/6397;Charles University
33/6749-2;University of Massachusetts Amherst
33/2302;Uppsala University
33/2732;Concordia University
33/1667;University of Kent
33/2201;University of Kentucky
33/7597;City University of Hong Kong
33/10826;SUTD
33/6229;Monash University
33/4882;Harbin Institute of Technology
33/915;TU Ilmenau
33/5345;Humboldt University of Berlin
33/1976;Uppsala University
33/3463;AUEB
33/1254-1;UESTC
33/6672;CRIStAL
33/1885;Brigham Young University
33/4058;Nanjing University
33/5041;University of Salerno
33/3792;University of Edinburgh
33/4528-28;Soochow University
33/3150;Keio University
33/10867;Radboud University
33/4798;Federal University of Rio Grande
33/4210;Shenzhen University
33/904;University College London
33/4231;University of Göttingen
33/713;Politecnico di Milano
33/6607;Georgia Institute of Technology
33/13;University of Sheffield
33/10499;Simon Fraser University
33/9134;University of Salzburg
33/2631;Heidelberg University
33/4989;University of Pennsylvania
33/5288;University of Guelph
33/501;IIT Kanpur
33/886;JKU Linz
33/3647;Royal Holloway University of London
33/1426;Carnegie Mellon University
33/10425;University of Essex
33/10246;UESTC
33/3386;IUST
33/6201;Virginia Tech
33/440;Purdue University
33/5455;UNC - Charlotte
33/1954;University of Potsdam
33/2713;Université Jean Monnet
33/4758;UFRGS
33/10771;University of Surrey
33/4193;Mälardalen University
33/10373;Qatar University
33/5774;BUPT
33/7864;University of Kent
33/6470;University of Warsaw
33/3345;Universidade de Lisboa
33/6491;Tel Aviv University
33/6479;Yonsei University
33/5439;King's College London
33/8396;Northeastern University
33/2110;Paderborn University
33/6120;Ecole Normale Superieure de Lyon
33/1086;Univ. of California - San Diego
33/4636;Cornell University
33/4624;Chalmers/GU
33/6079;KU Leuven
33/5349;University of Tokyo
33/1111;University of Klagenfurt
33/318;University of Washington
33/8355;Washington State University
33/6960;University of Iowa
33/5817;Univ. of California - Berkeley
33/5273;University of Copenhagen
33/1197;PUC-RS
33/2194;Univ. of Maryland - Baltimore County
33/785;Univ. of California - Merced
33/5895;University of Tokyo
33/389;University of Lübeck
33/3355;University of Tsukuba
33/4943;University of Waterloo
33/8065;Cardiff University
33/779;Osaka University
33/7046;Queen's University Belfast
33/2578;Tsinghua University
33/132;University of Michigan
33/10194;Southern Methodist University
33/2952;Ohio State University
33/2508;University of Newcastle
33/2069;University of Colorado Boulder
33/3180;Nanyang Technological University
33/4077;Koç University
33/5765;Sharif University of Technology
33/3095;University of Birmingham
33/3960;Carnegie Mellon University
33/7949;Masaryk University
33/8184;University College London
33/3526;University of Edinburgh
33/4411;University of South Carolina
33/5392-3;Univ. of Illinois at Urbana-Champaign
33/3999-2;The Hong Kong Polytechnic University
33/6878;Peking University
33/223;University of Kassel
33/138;IIT Kharagpur
33/3658;Georgia Institute of Technology
33/6517;National University of Singapore
33/1556;University of Tennessee
33/1882;Queen's University Belfast
33/1485;Uppsala University
33/995;Universidade de Lisboa
33/2071;UESTC
33/3665;Czech Technical University
33/2094;TU Eindhoven
33/3653;Louisiana Tech University
33/2785;University of Salerno
33/1119;KTH Royal Institute of Technology
33/289;Graz University of Technology
225/0444;Kyungpook National University
13/5457;Universidade NOVA de Lisboa
13/403;Czech Technical University
13/5796;Northeastern University
13/1545;University of Wisconsin - Madison
13/4109;University of Kassel
13/2690;Virginia Commonwealth University
13/673;University of Guelph
13/2962;Massey University
13/8398;EPFL
13/3374;JKU Linz
13/102-1;Shanghai Jiao Tong University
13/6769-40;Tongji University
13/3601;University of Southern California
13/7122;Seoul National University
13/3683;Technion
13/6468;North Carolina State University
13/3479-15;Nanjing University
13/1540;Middlesex University
13/1242;University of Ioannina
13/3568-1;Univ. of California - Irvine
13/86;KU Leuven
13/8237;University of Maryland - College Park
13/6834;NTUA
13/6295;University of North Carolina
13/5830-1;University of Missouri - Kansas City
13/6125;Univ. of California - Santa Barbara
13/4646;TU Delft
13/8264;Ecole Normale Superieure de Lyon
13/3887;New Mexico State University
13/3098;Ben-Gurion University of the Negev
13/703;University of Bristol
13/5102;University of Newcastle
13/336;Stanford University
13/5947;IPI PAN
13/9656;Arizona State University
13/5317;University of New Brunswick
13/1402;KAIST
13/5825;Pennsylvania State University
13/5776;Temple University
13/5659;National Tsing Hua University
13/1206;Tsinghua University
13/1166;City University of London
13/1729;Shenzhen University
13/1287;IIT Delhi
13/3073;Peking University
13/915;Purdue University
13/6511;UESTC
13/1896;Universidade de Lisboa
13/5322;University of Nebraska - Omaha
13/5940;University of Nebraska - Omaha
13/6525;University of Technology Sydney
13/9955;Queen Mary University of London
13/1169;CUNY
13/6347;Universidade NOVA de Lisboa
13/1348;Hasso Plattner Institute
13/6571;Yale University
13/7007-5;Univ. of California - Santa Barbara
13/5913;Qatar Computing Research Institute
13/1389;Osaka University
13/4913;Tampere University
13/13;North Carolina State University
13/4772;Technion
13/1808;RWTH Aachen
13/4693;Politecnico di Milano
13/905;University of Southampton
13/3885;Aberystwyth University
13/342;BUPT
13/3953-2;Illinois Institute of Technology
13/6794-1;Tsinghua University
13/568;Texas A&M University
13/6510;PUC-RS
13/7590;MBZUAI
13/6920;University of Bonn
13/5856;University of Vermont
13/1571;CUNY
13/6769-1;University of Technology Sydney
13/5665;Memorial University of Newfoundland
13/762;Shandong University
13/1954;American University of Beirut
13/6135;Towson University
13/3902;University of Essex
13/991;University of Ioannina
13/6796;Loughborough University
13/1151;BUPT
13/1520-11;Xidian University
13/558;Tel Aviv University
13/2830;CUNY
13/5090;Ryerson University
13/2692-10;Wuhan University
13/6225-2;University of Hong Kong
13/6395-2;UCCS
13/8330;Chalmers/GU
13/2665;University of Tokyo
13/2121;Aalborg University
13/3953-6;Washington State University
13/4682-16;Ohio State University
13/5159;Goethe University Frankfurt
13/4907;University of Buenos Aires
13/3318;KTH Royal Institute of Technology
13/2357;Georgia Institute of Technology
13/1974;Utrecht University
13/7482;University of Sheffield
13/1991;Politecnico di Milano
13/10546;University of Haifa
13/2617;Stanford University
13/3957-1;Purdue University
13/4177;Binghamton University
13/1672;Tsinghua University
13/3741;University of Southampton
13/1898-4;Chinese Academy of Sciences
13/7489;Univ. of California - San Diego
13/7537;Korea University
13/5248;University of Chicago
13/1196;TU Munich
13/1055;Oregon State University
13/6472;Aberystwyth University
13/5771;City University of Hong Kong
13/10106;Heriot-Watt University
13/748;Open University UK
13/4719;City University of Hong Kong
13/4977;Florida International University
13/2872;University of York
13/8970;Paderborn University
13/3015;ShanghaiTech University
13/2794;Harvard University
13/1472;Univ. of Illinois at Urbana-Champaign
13/4446;University of Edinburgh
13/5036;Oregon State University
13/1258;University of Otago
13/4660;Stanford University
13/6225-1;University of Otago
13/6137;Drexel University
13/6326;Özyeğin University
13/5497;CRIStAL
13/6844;University of A Coruña
13/3727;CRIStAL
13/7215;University of Liverpool
13/5305;University of Hong Kong
13/4416-1;IIT Hyderabad
13/5176;University of Newcastle
13/281;University of Southern Mississippi
13/9287;Florida State University
13/9299;University of Tokyo
13/2913-1;Nanjing University
13/2736;LMU Munich
13/3771;CUNY
13/1241;DePaul University
13/4069;USP-ICMC
13/2213;University of Salzburg
155/4920;Harbin Institute of Technology
155/2761;IST Austria
155/1906;University of Michigan
155/3076;MBZUAI
155/5041;The University of Alabama
155/1628;Technion
155/5132;Radboud University
155/6332;Goldsmiths University of London
155/9860;Carnegie Mellon University
155/8148;Columbia University
155/2270;Indiana University
155/1914;Australian National University
155/8149;University of Massachusetts Amherst
155/3105;DTU
155/1111;Arizona State University
155/8055;Masdar Institute
155/9783;University of North Carolina
155/1902;Harbin Institute of Technology
155/7727;University of Wuppertal
296/4181;Australian National University
296/0735;University of Western Australia
296/0055;Rochester Institute of Technology
213/7835;Radboud University
213/5404;Brigham Young University
213/7971;Qatar University
333/1139;North Carolina State University
333/7449;King Abdulaziz University
333/8998;American University in Cairo
257/3094;Northeastern University
q/MartinQuinson;Ecole Normale Superieure de Rennes
q/HiokChaiQuek;Nanyang Technological University
q/XiaoQin;Auburn University
q/YuQiao1;Chinese Academy of Sciences
q/AaronJQuigley;UNSW
q/LinQiao;Tsinghua University
45/6349;Aalto University
45/5748;Durham University
45/8156;University of Cambridge
45/47-1;Indiana University
45/4302;TU Dresden
45/11076;KMUTNB
45/2659;University of New Orleans
45/6623;TU Chemnitz
45/5386;Univ. of California - San Diego
45/4154;KAIST
45/2655;University of Texas at San Antonio
45/3130;IIT Hyderabad
45/4930;IIT Bombay
45/658;Aberystwyth University
45/3358;Politecnico di Milano
45/3525;American University of Beirut
45/5537;CUNY
45/11058;IIIT Delhi
45/1208;Università della Svizzera italiana
45/9598;University of Glasgow
45/1395;UFMG
45/4794;University of Essex
45/2349;University of Southern Mississippi
45/5644;University of Bamberg
45/2026;University of Michigan
45/1824;University of Technology Sydney
45/6794;JKU Linz
45/10595;Ecole Normale Superieure
45/6067;Technion
45/6335;HKUST
45/990;IIIT Bangalore
45/9588;IUST
45/5947;University of Manitoba
45/2338;University of Notre Dame
45/9307;University of Colorado Boulder
45/2752-3;Yonsei University
45/6863;University of Illinois at Chicago
45/6733;Tsinghua University
45/4028;Goldsmiths University of London
45/6816;Drexel University
45/3426-4;Shenzhen University
45/4451;Bar-Ilan University
45/7970;Hasso Plattner Institute
45/9110;KTH Royal Institute of Technology
45/576;Pennsylvania State University
45/8399;Chinese Academy of Sciences
45/3054;Uppsala University
45/7307;UESTC
45/5158;University of Melbourne
45/3592;IISc Bangalore
45/3830;USP
45/339;Univ. of California - San Diego
45/7737;Northeastern University
45/780-1;Beihang University
45/9267;University of Otago
45/10336;Georgia Institute of Technology
45/10550;McMaster University
45/8542;Polytechnique Montreal
45/1628;University of Vienna
45/52;University of Hannover
45/160;National Taiwan University
45/11189;Portland State University
45/9916;Politecnico di Milano
45/6607;Nova Southeastern University
45/5275;Monash University
45/2682;McMaster University
45/2500;Cardiff University
45/4040;University of Sheffield
45/6515;Universidade de Lisboa
45/3183;Brigham Young University
45/6786-1;Max Planck Society
45/6579;University of Calgary
45/5678;Tokyo Institute of Technology
45/7183;City University of Hong Kong
45/4009;University of Kent
45/4923;USTC
45/6798;University of Tsukuba
45/5572;Washington State University
45/2495;University of Michigan
45/497;Rutgers University
45/1092;University of Dundee
45/1315-1;Seoul National University
45/740;Colorado School of Mines
45/8522;University of Edinburgh
45/1217;University of Montreal
45/4822;Texas Tech University
45/1630;Monash University
45/8097;University of Warwick
45/5093;University of Colorado - Denver
45/2923;TTI Chicago
45/7986;Seoul National University
45/3186;Sharif University of Technology
45/4963;Goethe University Frankfurt
45/11250;TU Delft
45/4725;Open University UK
45/4044;Carnegie Mellon University
45/466;University of Massachusetts Amherst
45/6671;UFF
45/1355;CUNY
45/1198;Queen’s University
45/115;Seoul National University
45/1443;Monash University
45/4508;University of Kent
45/5951;University of Pisa
45/4887;Imperial College London
45/1339;University of Siegen
45/4954-2;Shanghai Jiao Tong University
45/7549;HUST
45/3111;Université Laval
45/3941;Aalborg University
45/5897;University of Arkansas
45/7776;University of Adelaide
45/1491;CRIStAL
45/10683;University of Warwick
45/1338;University of Nicosia
45/7115;Texas A&M University
45/8120;Queen's University Belfast
45/1559;TU Darmstadt
45/702;Peking University
45/10519;Trinity College Dublin
45/4421;University of Warwick
45/3224;Univ. of Illinois at Urbana-Champaign
45/614;Florida State University
45/173;IIT Patna
45/6771-1;University of Bonn
45/1575;University College London
45/7528;City University of London
45/2903;University of Luxembourg
45/3080;University of Copenhagen
45/3159;Northeastern University
45/5411;City University of Hong Kong
45/4884;West Virginia University
45/83;POSTECH
45/503;Xi'an Jiaotong University
168/4596;Shandong University
168/8547;Hacettepe University
168/8304;New York University
168/9037;Shanghai Jiao Tong University
168/3678;Brigham Young University
168/2616;BUPT
168/8097;Massey University
168/8778;Northeastern University
168/5164;University of Pittsburgh
168/1423;Goldsmiths University of London
168/0719;SUSTech
168/7854;Université Jean Monnet
168/2267;Université de Sherbrooke
91/5869;University of Tokyo
91/3785;Vanderbilt University
91/2072;Pennsylvania State University
91/4831;Graz University of Technology
91/29;Federal University of Rio Grande
91/800;VU Amsterdam
91/5113;Northern Arizona University
91/3593;Sapienza University of Rome
91/7866;Aalto University
91/6648;Ontario Tech University
91/9570;IIIT Hyderabad
91/3705;CUNY
91/2007;Birkbeck University of London
91/9117;Universidade de Lisboa
91/11413;University of Birmingham
91/5344;University of British Columbia
91/10859;IIT Hyderabad
91/1770;Colorado State University
91/3839;Vanderbilt University
91/4121;University of Crete
91/2292;Friedrich Schiller University Jena
91/6395;University of Ioannina
91/7541;Max Planck Society
91/5150;University of Michigan
91/312;University of Technology Sydney
91/2771;University of Malta
91/952-1;Harbin Institute of Technology
91/3071;Durham University
91/3290;KAIST
91/4695;Seoul National University
91/63;University of Hawaii at Manoa
91/10727;University of Utah
91/8278-1;University of Exeter
91/6841;Polytechnic University of Catalonia
91/5321;USP-ICMC
91/2315;Colorado School of Mines
91/5200;Universidade de Lisboa
91/5987;Victoria University of Wellington
91/1726-4;Indiana University
91/3939;University of Queensland
91/7584;University of Washington
91/7852;University of Surrey
91/952-4;Univ. of California - San Diego
91/10084;IT University of Copenhagen
91/1557;Georgia Institute of Technology
91/4388;Ecole Normale Superieure de Lyon
91/1989;Univ. of California - Davis
91/3966;University of Buenos Aires
91/7495;CUNY
91/6236-1;Chinese University of Hong Kong
91/8171;Monash University
91/4520;Virginia Tech
91/1599;University College Dublin
91/2657;UFPR
91/5160;Massey University
91/8102;University of Wuppertal
91/3584;Boise State University
91/1905-1;UESTC
91/3371;National Cheng Kung University
91/554;NTUA
91/4495;POSTECH
91/6174;Tsinghua University
91/2168;Sapienza University of Rome
91/261;University of North Carolina
91/3551;TU Wien
91/6920;Chalmers/GU
91/2346-1;Tsinghua University
91/4353-1;Pennsylvania State University
91/1044;Polytechnic University of Catalonia
91/1669;Seoul National University
91/5042;University of Zurich
91/2495;University of Kiel
91/5597;Technion
91/4629;University of Windsor
91/6051;Peking University
91/6350;Uppsala University
91/3861;Harvard University
91/4526;Politecnico di Milano
91/2570;University of Nicosia
91/7024;Worcester Polytechnic Institute
91/1233;Universidad de los Andes
91/3137;University of Bayreuth
91/4355;CUNY
91/3045-1;University of Texas at Austin
91/3186;New York University
91/4757;University of Vermont
91/4957-2;Tsinghua University
91/832;KAIST
91/2091;Uppsala University
91/3140;University of Salerno
91/2665;Stanford University
91/665;Nanyang Technological University
91/2350;Beihang University
91/2100;Princeton University
91/5978;Freie Universitaet Berlin
91/7977-1;Shanghai Jiao Tong University
91/6076;New Mexico State University
91/6206;Pennsylvania State University
91/3111;North Carolina State University
91/6667;Aarhus University
91/1021;Florida International University
91/814;University of New Orleans
91/459;Mälardalen University
91/584;University of Michigan
91/1275;Chalmers/GU
91/681;Shandong University
91/5912;Princeton University
91/7250;University of Vermont
91/6042;University of Western Australia
91/3454;Univ. of California - San Diego
91/3099;Kansas State University
91/6118;Univ. of California - San Diego
91/275;Univ. of California - Berkeley
91/44;IIT Delhi
91/1083;UNSW
91/371;University of Athens
91/6457;Massachusetts Institute of Technology
91/2392;University of Groningen
91/3015;TU Delft
91/3835;Open University UK
91/515;Universidade de Lisboa
91/4845-10;Nanjing University
91/2733;Missouri University of Technology
91/7266;Universidade de Lisboa
91/7323;Rensselaer Polytechnic Institute
91/4373;University of Leeds
91/6932;Hanyang University
91/6670;Tsinghua University
91/6572;University of Malaya
91/9879;Izmir Institute of Technology
91/2071;University of Massachusetts Lowell
91/9987;University of Michigan
91/6116;Aarhus University
91/2661;University of Montreal
91/4845-1;Shandong University
91/5785;Memorial University of Newfoundland
91/4161;IIT Ropar
91/2520;Georgia Institute of Technology
91/6596;KAUST
70/1152;Yonsei University
70/4688;IIT Gandhinagar
70/4252;University of St Andrews
70/180;University of Piraeus
70/10055;Goldsmiths University of London
70/1616;University of Colorado Boulder
70/4107;Ohio University
70/2890;Chalmers/GU
70/1741-4;Nanjing University
70/1026;IIT Bombay
70/3130;Purdue University
70/4765;University of Melbourne
70/7247;IIT Kanpur
70/916;UESTC
70/5884;Florida International University
70/1253;American University in Cairo
70/8229;University of Ottawa
70/3188;Technion
70/2140-2;Harbin Institute of Technology
70/563;University of Edinburgh
70/2977;University of Nevada
70/2771;UFU
70/1762;Chulalongkorn University
70/4319;Queen Mary University of London
70/3064;Imperial College London
70/7506;University of Illinois at Chicago
70/2509-1;Peking University
70/1741-6;CUNY
70/6934;University of Nebraska - Omaha
70/5219;University of Minnesota
70/2068;DTU
70/2251;Open University UK
70/1802;Univ. of California - Santa Cruz
70/2725;Peking University
70/4055;Univ. of California - Berkeley
70/576;Chinese Academy of Sciences
70/4119;University of Bristol
70/2221-1;UNSW
70/5301;EPFL
70/1381;KTH Royal Institute of Technology
70/1846;Case Western Reserve University
70/3312;National University of Singapore
70/9222;Rutgers University
70/4346;Hebrew University of Jerusalem
70/891;Western Michigan University
70/3474;Northern Arizona University
70/2359;Universidade de Lisboa
70/6611;University of A Coruña
70/5286;Korea University
70/2217;Washington University in St. Louis
70/2041;UFPR
70/4277;University of Copenhagen
70/9506;IT University of Copenhagen
70/2079;Zhejiang University
70/5007;Universidade de Lisboa
70/4969;National Cheng Kung University
70/6668;University of Manitoba
70/3697;University College London
70/6195;University of Central Florida
70/3701;University of York
70/3413-2;HUST
70/57;North Carolina State University
70/2619;Brown University
70/7449;King Abdulaziz University
70/3518;Kyoto University
70/4799;Kyung Hee University
70/6862;University of Queensland
70/3602;LMU Munich
70/239;National Cheng Kung University
70/150;Northeastern University
70/5831-2;University of Liverpool
70/4227;UFMG
70/8934;Yıldız Technical University
70/3604-1;Univ. of California - Santa Cruz
70/2691;LUMS
70/1227;UESTC
70/10575;UESTC
70/6821;National Tsing Hua University
70/2470;Zhejiang University
70/9804;Université Laval
70/4257;University of Adelaide
70/3375;Brown University
70/5948;IIT Kanpur
70/2118;University of Cambridge
70/10689;McGill University
70/4619;York University
70/4037;Peking University
70/9376;IIT Bombay
70/5757;Goldsmiths University of London
70/8305;Lancaster University
70/7735;University of Queensland
70/5847;University of Arkansas
70/2285;IIT Guwahati
70/2543-4;Pennsylvania State University
70/7706;Macquarie University
70/2832;University of Central Florida
70/1961;TU Dortmund
70/3186;Univ. of Illinois at Urbana-Champaign
70/6176;University of Waterloo
70/232;Brunel University London
70/5926;Hunan University
70/3894-3;University of Sheffield
70/3373;IMDEA Software Institute
70/8821;Northern Arizona University
70/11145;Georgia Institute of Technology
70/1211-1;Nanyang Technological University
70/6467;Hacettepe University
70/1732;University of Tennessee
70/1627;Texas State University
70/5530;University of Jordan
70/1741-1;NWPU
70/908;Florida State University
70/779;University of Amsterdam
70/5618-3;Univ. of California - Merced
70/3113;Durham University
70/9019;University of Jordan
70/6404;IIIT Delhi
70/570;KAIST
70/3531;Middle East Technical University
70/1032;TU Braunschweig
70/705;Harbin Institute of Technology
70/1905;Trinity College Dublin
70/6334;Utrecht University
70/5718;Univ. of Illinois at Urbana-Champaign
70/1547;University of A Coruña
70/1446;University of Pittsburgh
70/880;USTC
70/7563;Özyeğin University
70/9455;University of Essex
70/7625;Hacettepe University
70/6770-1;USTC
70/10398;National Chiao Tung University
70/2932-10;University of Waterloo
70/6226;HKUST
70/4084;Oregon State University
70/4884;University of Liverpool
70/3653;Wayne State University
70/3614;University of A Coruña
70/4209;Cornell University
70/6938;Université Paris Dauphine
70/4286;University of Birmingham
70/7475;King Abdulaziz University
70/8556;IT University of Copenhagen
70/1620;University of Central Florida
186/6880;University of Connecticut
186/0327;Rochester Institute of Technology
186/1102;TOBB ETÜ
186/7198;MBZUAI
186/1707;Brown University
186/6915;De La Salle University
186/4951;University of Central Florida
57/2212;University of Southampton
57/8698;Tulane University
57/4166;University College London
57/6003;New Mexico Tech
57/679;Rutgers University
57/863;University of Hannover
57/4707-2;Binghamton University
57/4427;Carnegie Mellon University
57/7560;University of Melbourne
57/6207;University of Ulm
57/4921;Kyungpook National University
57/5346;IIT Bombay
57/1978;EURECOM
57/121;University of Southampton
57/5018;IIIT Hyderabad
57/7210-1;University of Southern California
57/2368;Chinese Academy of Sciences
57/2011;Carnegie Mellon University
57/418;Polytechnic University of Catalonia
57/1941;Portland State University
57/7099;Hasso Plattner Institute
57/1331;University of Melbourne
57/4428;Brown University
57/2281-1;Beihang University
57/7900;University of Pisa
57/1469;Kyoto University
57/1739;CRIStAL
57/2405-5;University of Sheffield
57/1040;Özyeğin University
57/2512;Wayne State University
57/1786;CWI
57/5193;University of South Carolina
57/7500;University of Jordan
57/5010;Univ. of California - Davis
57/3505-1;Wuhan University
57/8174;Wuhan University
57/6354;Sapienza University of Rome
57/10027;University of Bristol
57/3827;USP-ICMC
57/1920;Istanbul Technical University
57/476;University of Central Florida
57/7731;MBZUAI
57/6273;Chinese Academy of Sciences
57/3907;University of Warwick
57/5480;Aalto University
57/9222;University of Vermont
57/4020;University of Liverpool
57/10948-1;Simon Fraser University
57/3320;KTH Royal Institute of Technology
57/1798;Washington State University
57/5037;University of Groningen
57/2048;Queensland University of Technology
57/3247;University of Sannio
57/7881;Queen's University Belfast
57/3752;Georgetown University
57/6192-2;Towson University
57/5913;National Cheng Kung University
57/5182;Osaka University
57/2217;University of Magdeburg
57/4067;Ben-Gurion University of the Negev
57/6706;TU Munich
57/5443-8;SUSTech
57/2418;TU Delft
57/5960;Uppsala University
57/7509;Rochester Institute of Technology
57/6908;University of Nottingham
57/2926;University of Toronto
57/95;Purdue University
57/4885;Masdar Institute
57/967;Hunan University
57/6862;Ecole Normale Superieure de Lyon
57/3614-1;TU Wien
57/2132;University of Maryland - College Park
57/10355-1;University of Edinburgh
57/5958;Georgia Institute of Technology
57/5129;Monash University
57/810;Masaryk University
57/2269;Rutgers University
57/8677;Cardiff University
57/5665;IUST
57/2843;IPI PAN
57/7800;Sharif University of Technology
57/2335;University of North Texas
57/4922;Ecole Normale Superieure de Lyon
57/3580;Ecole Normale Superieure
57/10373;King Abdulaziz University
57/6476;Carleton University
57/4526;University of Warwick
57/5553;Univ. of California - Irvine
57/8451;Nanjing University
57/9306;University of British Columbia
57/3862;University of Maryland - College Park
57/3946;University of Augsburg
57/4783;University of Sheffield
57/517;IT University of Copenhagen
57/3428;Peking University
57/4464;Tokyo Institute of Technology
57/11115;Weizmann Institute of Science
57/3925;University of Houston
57/5595;Nanjing University
57/10511;Yonsei University
57/5173;Colorado School of Mines
57/3743;UFRGS
57/2331;National Tsing Hua University
57/5836;UFRJ
57/3323;Qatar University
57/6240-1;Harbin Institute of Technology
57/5363;Northwestern University
57/2089;University of Amsterdam
57/4591;Aalto University
57/9988-1;University of Surrey
57/1074;Universidade de Lisboa
57/2878;Carnegie Mellon University
57/6158;Univ. of California - Irvine
57/5831;Illinois Institute of Technology
57/8540;Peking University
57/1706;USP-ICMC
57/8067;National Cheng Kung University
57/413;Nanjing University
57/4208;Chinese Academy of Sciences
57/4924;KAIST
57/4628;University of Luxembourg
57/3469;University of Oxford
57/10717;University of Liverpool
57/8781;TU Delft
57/44;University of Hamburg
57/5209;Dalhousie University
57/2281-10;Shanghai Jiao Tong University
57/1765;University of Tsukuba
57/6633;Beihang University
57/458;UFPE
57/570;Ecole Normale Superieure
57/8409;Ecole Normale Superieure de Lyon
57/702;University of Utah
57/4295;University of Oklahoma
57/7954;Oregon State University
57/776;IIT Guwahati
57/7863;Peking University
57/6641;IIT Roorkee
57/3855;Brandenburg University of Technology
57/3958;Keio University
57/1735;Rutgers University
57/4357;University of Leipzig
57/2301;University of South Carolina
57/6150;University of Maryland - College Park
57/9170;Universidad de los Andes
57/8393;University of Szeged
57/3801;Radboud University
57/2254;University of Trento
57/1524;New York University
57/1668;University of Sussex
57/5950;University of Maryland - College Park
57/1667-1;Shanghai Jiao Tong University
57/2565;University of Groningen
57/5874;University of Piraeus
325/4012;University of Saskatchewan
325/3211;University of Koblenz-Landau
316/4607;Radboud University
39/5461;University of Queensland
39/2085-1;Kyungpook National University
39/4893;University of Trento
39/4489;University of Central Florida
39/189;University of Stuttgart
39/6987;University of Minnesota
39/1913;Australian National University
39/5423-1;University of Virginia
39/6301-15;Vanderbilt University
39/3025;UESTC
39/5434;Northeastern University
39/10191;Queen's University Belfast
39/4771;Hebrew University of Jerusalem
39/3810;Tokyo Institute of Technology
39/800;SUSTech
39/2334;Universidade de Lisboa
39/5299;Ecole Normale Superieure de Cachan
39/5366;ISI Kolkata
39/3530-1;Emory University
39/2366;Universidad Nacional de Córdoba
39/193;Durham University
39/1177;Univ. of California - Davis
39/2624;Goldsmiths University of London
39/9960;University of Wroclaw
39/3130-3;Virginia Tech
39/5815;Nanjing University
39/4050;Soochow University
39/1826;Montana State University
39/5680;Jacobs University Bremen
39/1855-1;Univ. of Illinois at Urbana-Champaign
39/6622;University of Arkansas - Little Rock
39/7023;Sapienza University of Rome
39/3240;Augusta University
39/4442;Ecole Normale Superieure de Lyon
39/5423-8;Queen’s University
39/6282;University of Tartu
39/3033;North Carolina State University
39/5038;University of Bremen
39/6266;Princeton University
39/5285;DTU
39/6791;Tokyo Institute of Technology
39/915;University of Kansas
39/10527;University of Jordan
39/1879;University of A Coruña
39/6153-13;University of North Texas
39/179;Iowa State University
39/998;DePaul University
39/7226;DTU
39/2399;University of Sheffield
39/2720;University of Notre Dame
39/2152;National Taiwan University
39/9955;University of Essex
39/3830;North Carolina State University
39/1043;Carnegie Mellon University
39/3808;University of Athens
39/10696;BUPT
39/4586;Middle East Technical University
39/2936-1;University of Technology Sydney
39/2115;Zhejiang University
39/3263;Shandong University
39/2195;University of Mainz
39/782;University of Colorado Boulder
39/5298;Imperial College London
39/1084-3;Peking University
39/4889;TU Clausthal
39/1067;Université Jean Monnet
39/6537-2;Yale University
39/3121;Wichita State University
39/1115;Peking University
39/5186;University of Massachusetts Amherst
39/7630;Lancaster University
39/5416;National Chiao Tung University
39/7183;Simon Fraser University
39/16;Graz University of Technology
39/4064;University of Mannheim
39/6592;Australian National University
39/4718;University of Sussex
39/5945;Osaka University
39/253;York University
39/805;Fudan University
39/8293;University of Sydney
39/3878;Peking University
39/5605;PUC-RS
39/6224;University of Surrey
39/1780;Drexel University
39/5487;Cornell University
39/232;BUPT
39/2091;Uppsala University
39/8000;University of Bonn
39/780;ETH Zurich
39/6388;Maastricht University
39/560;George Washington University
39/5306;Fudan University
39/6674;KTH Royal Institute of Technology
39/3409;Middlesex University
39/1403;University of Cambridge
39/6057;University of Duisburg-Essen
39/5760;Hamburg University of Technology
39/1618;University of Kentucky
39/1006;National Chiao Tung University
39/1313;Univ. of California - Irvine
39/2936-5;ShanghaiTech University
39/2060;University of Alabama - Birmingham
39/10481;University of Illinois at Chicago
39/5799;Univ. of California - Berkeley
39/14;Hanyang University
39/4191;University of Otago
39/4038;University of A Coruña
39/871;IIIT Hyderabad
